,sentiment,text
489,neutral,any way to change from main cabin to main cabin select on same flight without pay a change fee penalty
490,positive,you guy be perfect a always emoticonlove wervirgin
491,positive,thanks yall have some of the best customer service left in the industry
492,neutral,can you give me silver status for 12 month
493,positive,really wish you would fly out of fargo those fare be amazings
494,negative,mood light on point recline my seat kickin up my
495,negative,my flight 6000 schedule for 1pm departure still say on time but no plane at gate any update on how long of a delay
496,negative,my group get their cancel flightlation fee waive but i cannot because my ticket be book for 218 your rep be no help either
497,neutral,be there any up bonus to enroll in elevate
498,positive,just get on the 1pm in newark home to la your folk at ewr be incredible letsgohome
499,neutral,morning if i have a question regard elevate point flight can i dm you
500,neutral,still wait to see
501,neutral,be wonder if you guy recieved my dm and we be able to potentially respond asap
502,positive,fly lax to sfo and after look at the awesome movie lineup i actually wish i be on a long haul
503,neutral,book out of town with fare from 59way restr
504,positive,thanks
505,positive,thanks for take care of that happy customer
506,negative,still no refund or word via dm please resolve this issue a your cancel flightled flight be useless to my assistant
507,negative,delayed due to lack of crew and now delayed again because there be a long line for deice still need to improve service united
508,positive,thanks we fill it out hows our luck with this be it common
509,negative,your eriord express connection be hugely popular now if only we could have an eriewr hop emoticonsmiley
510,neutral,even on international flight glasgow to the u then what about orlando to newark all 90 min
511,negative,you think you board flight au1066 too early i think so
512,neutral,i understand but it be when there be no way to get to the airport wo serious risk of an it be a steep price
513,negative,gate agent hooked me up with alternate flight if you have a way to prevent the constant issue that would rock
514,neutral,fly glamco in a few week how long do we have to be at airport for before departure for international and domestic ta
515,positive,thanks
516,positive,thanks it be on the same ticket
517,neutral,why not be it a law or a policy
518,negative,be the bad nonrefundable first class ticket oh because when you select globalfc their system auto selects economy wupgrade
519,negative,so i can buy tix 3 day before flight but cannot transfer the tix flaw logic flaw customer service
520,negative,i do start a claim but 810 week be unrealistic be i really suppose to go that long with out a car seat for my childridiculous
521,positive,follow me please this airline be beautifull
522,neutral,no i do not but I be sure united have my info on it system
523,negative,if the car seat be lose should just reimburse me for a new one this be not a pair of it be a necessity for my child
524,neutral,just submit my response on the link you sent
525,neutral,yes david allan send an email with this number kmm24999563v99860l0km and case8719519
526,negative,that totally suck my work at phl say
527,positive,just want to let you know how wonderful rosetta the gate agent be work flight 6457 dan to ase let her know she wasappreciated
528,neutral,yes a paper voucher that i get on january 26th 2015
529,negative,begin of feb i call united they say they would send another voucher by mail never get anything tiredofwaiting
530,negative,the be a great thing i be email in your company maybe they will respond to me in a timely manner
531,neutral,do i need to use a chase united club pas for my 8yr old son or can he come in with me on my pas
532,neutral,and what be i suppose to do with that number
533,negative,thats weak see
534,negative,i flew back w other company since united didnt have an earlier flight
535,neutral,i lose a voucher that i be give in miami aeroport on jan 26 i do not use it
